Czas,Kurs (PLN/MWh),Wolumen (Mwh)
2024-12-27 19:00:00,586.52,5897.2
2024-12-27 20:00:00,540.66,6100.3
2024-12-27 21:00:00,514.64,5278.9
2024-12-27 22:00:00,494.6,6209.5
2024-12-27 23:00:00,459.17,6007.5
2024-12-28 00:00:00,492.7,3302.8
2024-12-28 01:00:00,452.79,3758.4
2024-12-28 02:00:00,424.72,3603.7
2024-12-28 03:00:00,402.0,3492.5
2024-12-28 04:00:00,389.38,3092.4
2024-12-28 05:00:00,380.35,3350.2
2024-12-28 06:00:00,387.91,2617.3
2024-12-28 07:00:00,413.99,2682.2
2024-12-28 08:00:00,438.09,3049.8
2024-12-28 09:00:00,433.37,3267.3
2024-12-28 10:00:00,405.98,2875.1
2024-12-28 11:00:00,392.28,2747.8
2024-12-28 12:00:00,396.59,2989.3
2024-12-28 13:00:00,404.77,3063.7
2024-12-28 14:00:00,420.34,3344.0
2024-12-28 15:00:00,460.77,3659.8
2024-12-28 16:00:00,519.73,3619.3
2024-12-28 17:00:00,476.41,3800.1
2024-12-28 18:00:00,475.08,3616.4
2024-12-28 19:00:00,461.58,3954.8
2024-12-28 20:00:00,433.89,3732.9
2024-12-28 21:00:00,382.98,3602.4
2024-12-28 22:00:00,351.46,3629.1
2024-12-28 23:00:00,276.08,3996.0
2024-12-29 00:00:00,127.32,4960.0
2024-12-29 01:00:00,120.54,5359.0
2024-12-29 02:00:00,72.02,5843.0
2024-12-29 03:00:00,52.48,6288.2
2024-12-29 04:00:00,61.27,6429.7
2024-12-29 05:00:00,122.98,6242.5
2024-12-29 06:00:00,272.85,4837.3
2024-12-29 07:00:00,336.57,5216.8
2024-12-29 08:00:00,358.01,5749.6
2024-12-29 09:00:00,377.76,6044.9
2024-12-29 10:00:00,359.54,5980.1
2024-12-29 11:00:00,365.03,5730.9
2024-12-29 12:00:00,371.66,5679.3
2024-12-29 13:00:00,389.94,5580.0
2024-12-29 14:00:00,399.37,5399.4
2024-12-29 15:00:00,424.32,5016.8
2024-12-29 16:00:00,444.97,4956.7
2024-12-29 17:00:00,446.28,5453.6
2024-12-29 18:00:00,421.9,5450.8
2024-12-29 19:00:00,407.02,5257.9
2024-12-29 20:00:00,367.09,5530.7
2024-12-29 21:00:00,289.91,6354.2
2024-12-29 22:00:00,237.87,6041.7
2024-12-29 23:00:00,68.05,6278.5
2024-12-30 00:00:00,21.83,7070.8
2024-12-30 01:00:00,21.17,7529.0
2024-12-30 02:00:00,20.54,7537.1
2024-12-30 03:00:00,22.99,7700.7
2024-12-30 04:00:00,52.88,7458.1
2024-12-30 05:00:00,39.67,7423.1
2024-12-30 06:00:00,134.55,7058.2
2024-12-30 07:00:00,264.76,8084.8
2024-12-30 08:00:00,306.71,7325.5
2024-12-30 09:00:00,308.41,7406.5
2024-12-30 10:00:00,287.42,7356.7
2024-12-30 11:00:00,281.93,7077.4
2024-12-30 12:00:00,280.75,6833.5
2024-12-30 13:00:00,320.62,6336.0
2024-12-30 14:00:00,333.8,5557.1
2024-12-30 15:00:00,383.02,5626.1
2024-12-30 16:00:00,385.25,6184.7
2024-12-30 17:00:00,371.9,5846.6
2024-12-30 18:00:00,338.22,6099.0
2024-12-30 19:00:00,297.08,6216.5
2024-12-30 20:00:00,219.26,6663.4
2024-12-30 21:00:00,78.42,8033.7
2024-12-30 22:00:00,24.58,7426.4
2024-12-30 23:00:00,17.68,7057.7
2024-12-31 00:00:00,11.95,7227.3
2024-12-31 01:00:00,-7.95,7672.3
2024-12-31 02:00:00,-15.82,7798.9
2024-12-31 03:00:00,-24.59,8153.7
2024-12-31 04:00:00,-42.94,8082.1
2024-12-31 05:00:00,-38.53,8253.7
2024-12-31 06:00:00,-74.33,7929.8
2024-12-31 07:00:00,-82.33,8222.5
2024-12-31 08:00:00,-121.06,7957.6
2024-12-31 09:00:00,-218.97,8040.4
2024-12-31 10:00:00,-247.78,7653.7
2024-12-31 11:00:00,-231.27,7890.3
2024-12-31 12:00:00,-178.75,7845.3
2024-12-31 13:00:00,-41.63,7409.2
2024-12-31 14:00:00,-15.44,7941.4
2024-12-31 15:00:00,29.28,8335.3
2024-12-31 16:00:00,40.98,7723.5
2024-12-31 17:00:00,42.56,7834.0
2024-12-31 18:00:00,40.25,7935.6
2024-12-31 19:00:00,38.36,8080.9
2024-12-31 20:00:00,34.55,8007.1
2024-12-31 21:00:00,17.87,8148.0
2024-12-31 22:00:00,14.52,8009.2
2024-12-31 23:00:00,-17.46,7993.8
